id,hotel,lead_time,stays_in_weekend_nights,stays_in_week_nights,adults,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,total_of_special_requests,arrival_date
62,Resort_Hotel,43,0,1,2,BB,PRT,Corporate,Corporate,0,0,0,A,I,2,No_Deposit,NULL,169,0,Transient-Party,67,parking,1,2017-05-04
63,Resort_Hotel,74,2,4,2,BB,PRT,Direct,Direct,0,0,0,F,F,1,No_Deposit,NULL,NULL,0,Transient,225,none,2,2017-07-09
64,Resort_Hotel,19,1,4,2,HB,PRT,Direct,Direct,0,0,2,D,D,3,No_Deposit,NULL,NULL,0,Transient,245.5,none,3,2017-07-10
65,Resort_Hotel,133,3,5,2,BB,PRT,Direct,Direct,0,0,0,D,D,0,No_Deposit,250,NULL,0,Transient,151.88,parking,0,2017-07-03
66,Resort_Hotel,139,2,3,2,HB,PRT,Online_TA,TA/TO,0,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,175.4,parking,1,2017-07-02
67,Resort_Hotel,37,0,1,2,BB,PRT,Direct,Direct,0,0,0,C,C,0,No_Deposit,250,NULL,0,Transient,275.25,parking,1,2017-08-12
68,Resort_Hotel,38,2,0,2,Undefined,PRT,Direct,Direct,0,0,0,F,G,0,No_Deposit,250,NULL,0,Transient,367,parking,0,2017-08-13
69,Resort_Hotel,2,0,3,2,HB,PRT,Direct,TA/TO,0,0,2,E,E,1,No_Deposit,250,NULL,0,Transient,153.67,none,0,2017-05-11
70,Resort_Hotel,105,2,5,2,BB,PRT,Direct,Direct,0,0,0,A,A,0,No_Deposit,NULL,NULL,0,Transient,239,parking,1,2017-08-11
71,Resort_Hotel,0,0,1,2,BB,PRT,Direct,Direct,0,0,0,A,H,1,No_Deposit,NULL,NULL,0,Transient,180,none,0,2017-08-02
72,Resort_Hotel,155,2,2,2,HB,PRT,Direct,Direct,0,0,0,D,D,1,No_Deposit,250,NULL,0,Transient-Party,251,none,1,2017-08-11
73,Resort_Hotel,155,2,2,2,HB,PRT,Direct,Direct,0,0,0,D,D,1,No_Deposit,250,NULL,0,Transient-Party,225.5,none,1,2017-08-11
74,Resort_Hotel,250,4,10,2,BB,PRT,Direct,Direct,0,0,2,E,E,0,No_Deposit,NULL,NULL,0,Transient,201.43,parking,4,2017-08-06
75,Resort_Hotel,2,0,1,1,BB,PRT,Online_TA,TA/TO,0,0,6,A,A,0,No_Deposit,175,NULL,0,Transient,60,none,0,2017-05-24
76,Resort_Hotel,5,1,0,1,BB,PRT,Offline_TA/TO,TA/TO,0,0,0,A,A,0,No_Deposit,146,NULL,0,Transient,60,none,0,2017-05-22
77,Resort_Hotel,11,0,1,1,BB,PRT,Corporate,Corporate,0,0,3,A,D,0,No_Deposit,NULL,135,0,Transient,142,none,1,2017-07-11
78,Resort_Hotel,0,1,0,1,BB,PRT,Direct,Direct,0,0,1,A,A,0,No_Deposit,NULL,NULL,0,Transient,47,none,0,2017-05-15
79,Resort_Hotel,192,2,8,3,HB,PRT,Direct,Direct,1,1,3,E,E,2,No_Deposit,NULL,NULL,0,Transient,211.2,parking,3,2017-08-17
80,Resort_Hotel,22,2,2,2,BB,PRT,Direct,Direct,1,0,5,A,A,1,No_Deposit,NULL,NULL,0,Transient,200,parking,3,2017-08-25
81,Resort_Hotel,5,1,2,1,BB,PRT,Corporate,Corporate,1,1,10,A,A,0,No_Deposit,270,NULL,0,Transient,45,none,0,2017-05-08
82,Resort_Hotel,0,0,2,2,BB,ITA,Direct,Direct,1,0,1,A,D,0,No_Deposit,NULL,NULL,0,Transient,85,none,1,2017-05-02
83,Resort_Hotel,0,0,1,2,BB,PRT,Direct,Direct,1,0,1,A,C,0,No_Deposit,NULL,NULL,0,Transient,80,parking,1,2017-05-11
84,Resort_Hotel,4,1,0,1,BB,PRT,Direct,Direct,1,0,10,A,D,0,No_Deposit,NULL,NULL,0,Transient,115.2,parking,1,2017-06-11
85,Resort_Hotel,108,4,10,2,HB,PRT,Direct,Direct,1,1,12,E,E,1,No_Deposit,NULL,NULL,0,Transient,143.5,parking,4,2017-07-09
86,Resort_Hotel,142,4,6,2,HB,PRT,Direct,Direct,1,1,13,E,E,0,No_Deposit,NULL,NULL,0,Transient,184,parking,4,2017-08-12
87,Resort_Hotel,11,0,1,2,BB,IRL,Online_TA,TA/TO,1,0,1,A,D,0,No_Deposit,242,NULL,0,Transient,94.16,parking,2,2017-05-24
88,Resort_Hotel,241,3,7,2,BB,GBR,Offline_TA/TO,TA/TO,1,0,1,D,D,1,No_Deposit,243,NULL,0,Contract,71.2,none,3,2017-05-22
89,Resort_Hotel,178,4,11,2,BB,PRT,Direct,Direct,1,0,2,E,E,0,No_Deposit,NULL,NULL,0,Transient,134,parking,3,2017-06-09
90,Resort_Hotel,321,4,10,2,BB,GBR,Offline_TA/TO,TA/TO,1,0,1,D,D,0,No_Deposit,243,NULL,0,Group,84.8,none,1,2017-06-22
91,Resort_Hotel,1,0,3,2,BB,PRT,Direct,Direct,1,0,1,A,C,0,No_Deposit,NULL,NULL,0,Transient,90.25,none,2,2017-05-16
92,Resort_Hotel,0,1,0,1,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No_Deposit,NULL,154,0,Transient,45,none,0,2017-05-29
93,Resort_Hotel,2,0,2,2,BB,PRT,Corporate,Corporate,1,1,7,D,D,0,No_Deposit,NULL,281,0,Transient,0,parking,2,2017-08-03
94,Resort_Hotel,22,0,2,1,BB,PRT,Corporate,Corporate,1,0,12,A,D,1,No_Deposit,NULL,338,0,Transient,78.5,parking,0,2017-05-30
95,Resort_Hotel,325,2,5,2,BB,IRL,Online_TA,TA/TO,1,0,1,A,A,0,No_Deposit,147,NULL,0,Transient,73.92,none,3,2017-06-24
96,Resort_Hotel,131,0,5,2,HB,PRT,Online_TA,TA/TO,1,0,1,D,D,0,No_Deposit,242,NULL,0,Transient,171,parking,2,2017-06-06
97,Resort_Hotel,3,1,1,1,BB,PRT,Corporate,Corporate,1,0,4,A,D,0,No_Deposit,NULL,135,0,Transient,75,none,1,2017-06-05
98,Resort_Hotel,109,4,7,3,FB,PRT,Direct,Direct,1,0,2,F,F,0,No_Deposit,NULL,NULL,0,Transient,318.82,parking,2,2017-06-16
99,Resort_Hotel,130,1,5,2,BB,PRT,Direct,Direct,1,0,1,A,A,2,No_Deposit,250,NULL,0,Transient,156.5,parking,0,2017-07-18
100,Resort_Hotel,222,2,5,2,HB,PRT,Direct,Direct,1,0,1,E,E,1,No_Deposit,NULL,NULL,0,Transient,185.5,none,2,2017-07-22
101,Resort_Hotel,264,1,5,2,BB,ITA,Online_TA,TA/TO,1,0,1,E,E,1,No_Deposit,240,NULL,0,Transient,204,parking,2,2017-08-07
102,Resort_Hotel,6,0,1,1,BB,PRT,Corporate,Corporate,1,0,5,A,E,0,No_Deposit,NULL,103,0,Transient,45,none,0,2017-05-16
103,Resort_Hotel,227,1,2,2,BB,GBR,Online_TA,TA/TO,1,0,1,A,A,0,No_Deposit,240,NULL,0,Transient,56,none,3,2017-05-05
104,Resort_Hotel,98,2,3,3,BB,PRT,Online_TA,TA/TO,1,0,1,D,D,0,No_Deposit,5,NULL,0,Transient,203.24,none,3,2017-07-15
105,Resort_Hotel,151,2,5,2,HB,PRT,Direct,TA/TO,1,0,1,D,D,1,No_Deposit,250,NULL,0,Transient,236.93,none,2,2017-08-06
106,Resort_Hotel,258,2,6,2,HB,PRT,Online_TA,TA/TO,1,0,1,A,A,2,No_Deposit,240,NULL,0,Transient,131.55,parking,2,2017-07-01
107,Resort_Hotel,110,2,7,2,BB,IRL,Online_TA,TA/TO,1,0,1,C,C,1,No_Deposit,240,NULL,0,Transient,160,none,0,2017-06-15
108,Resort_Hotel,305,4,7,2,BB,IRL,Online_TA,TA/TO,1,0,0,D,D,0,No_Deposit,240,NULL,0,Transient,158.6,none,3,2017-08-26
109,Resort_Hotel,104,1,5,2,BB,PRT,Online_TA,TA/TO,1,0,0,E,F,0,No_Deposit,240,NULL,0,Transient,140,parking,1,2017-06-26
110,Resort_Hotel,262,2,2,3,BB,GBR,Direct,Direct,1,0,1,E,E,0,No_Deposit,250,NULL,0,Transient,139.35,none,1,2017-07-02
111,Resort_Hotel,160,4,5,2,BB,PRT,Online_TA,TA/TO,1,0,1,A,A,0,No_Deposit,240,NULL,0,Transient,146.67,parking,1,2017-07-09
112,Resort_Hotel,23,0,3,2,BB,PRT,Direct,TA/TO,1,0,2,D,D,0,No_Deposit,NULL,NULL,0,Transient,162,parking,1,2017-06-15
113,Resort_Hotel,26,0,2,1,BB,PRT,Corporate,Corporate,1,1,9,A,H,0,No_Deposit,NULL,86,0,Transient,45,none,0,2017-05-16
114,Resort_Hotel,26,0,1,1,BB,PRT,Offline_TA/TO,TA/TO,1,0,1,A,E,0,No_Deposit,146,NULL,0,Transient,45,none,0,2017-05-24
115,Resort_Hotel,26,0,1,1,BB,PRT,Offline_TA/TO,TA/TO,1,0,1,A,A,0,No_Deposit,146,NULL,0,Group,45,none,0,2017-05-24
116,Resort_Hotel,27,0,1,1,BB,PRT,Offline_TA/TO,TA/TO,1,0,3,A,E,0,No_Deposit,146,NULL,0,Group,45,none,0,2017-05-24
117,Resort_Hotel,26,0,1,1,BB,PRT,Offline_TA/TO,TA/TO,1,0,1,A,E,0,No_Deposit,146,NULL,0,Group,45,none,0,2017-05-24
118,Resort_Hotel,26,0,1,1,BB,PRT,Offline_TA/TO,TA/TO,1,0,1,A,E,0,No_Deposit,146,NULL,0,Group,45,none,0,2017-05-24
119,Resort_Hotel,20,0,2,1,BB,PRT,Corporate,Corporate,1,1,10,A,A,1,No_Deposit,NULL,380,0,Transient,75,none,1,2017-05-30
120,Resort_Hotel,1,0,1,1,BB,PRT,Corporate,Corporate,1,0,4,A,E,0,No_Deposit,NULL,323,0,Transient,45,none,0,2017-05-09
121,Resort_Hotel,0,0,1,1,BB,PRT,Corporate,Corporate,1,1,26,A,A,0,No_Deposit,NULL,88,0,Transient,75,none,0,2017-06-01
122,Resort_Hotel,5,1,0,1,BB,GBR,Complementary,TA/TO,1,0,3,E,E,0,No_Deposit,40,NULL,0,Transient,0,parking,2,2017-05-15
123,Resort_Hotel,2,0,2,2,BB,PRT,Direct,TA/TO,1,0,1,A,A,0,No_Deposit,250,NULL,0,Transient,149,parking,1,2017-06-27
124,Resort_Hotel,1,0,1,1,BB,PRT,Corporate,Direct,1,0,2,A,A,1,No_Deposit,NULL,88,0,Transient,75,none,0,2017-06-13
125,Resort_Hotel,0,1,0,2,BB,PRT,Direct,TA/TO,1,0,3,A,A,0,No_Deposit,NULL,NULL,0,Transient,127,parking,2,2017-07-02
126,Resort_Hotel,2,0,1,1,BB,PRT,Corporate,Direct,1,0,7,A,A,0,No_Deposit,NULL,399,0,Transient,45,none,1,2017-05-24
127,Resort_Hotel,4,0,1,1,BB,PRT,Corporate,Corporate,1,0,3,A,A,0,No_Deposit,NULL,94,0,Transient,142,parking,0,2017-08-01
128,Resort_Hotel,4,0,1,1,BB,PRT,Corporate,Corporate,1,0,6,A,D,0,No_Deposit,NULL,94,0,Transient,135,none,0,2017-08-01
129,Resort_Hotel,14,2,5,2,BB,GBR,Direct,TA/TO,1,0,0,F,F,0,No_Deposit,250,NULL,0,Transient,163.43,parking,1,2017-05-28
130,Resort_Hotel,5,1,0,1,BB,PRT,Offline_TA/TO,TA/TO,1,0,1,A,C,0,No_Deposit,96,NULL,0,Group,60,none,0,2017-05-22
131,Resort_Hotel,226,0,2,2,HB,PRT,Online_TA,TA/TO,1,0,1,A,A,0,No_Deposit,240,NULL,0,Transient,82.8,none,1,2017-05-12
132,Resort_Hotel,2,0,2,1,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No_Deposit,NULL,399,0,Transient,75,none,1,2017-06-28
133,Resort_Hotel,3,1,0,1,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No_Deposit,NULL,94,0,Group,75,parking,0,2017-06-05
134,Resort_Hotel,10,2,3,2,BB,PRT,Offline_TA/TO,TA/TO,1,0,1,A,A,0,No_Deposit,3,NULL,0,Transient,61.6,none,1,2017-05-20
135,Resort_Hotel,116,2,5,2,BB,PRT,Offline_TA/TO,TA/TO,1,0,2,E,E,0,No_Deposit,181,NULL,0,Transient,123,parking,2,2017-06-03
136,Resort_Hotel,16,1,2,2,BB,PRT,Online_TA,Direct,1,0,1,C,C,1,No_Deposit,240,NULL,0,Transient,193.33,none,1,2017-06-30
137,Resort_Hotel,44,0,1,1,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No_Deposit,NULL,108,0,Transient-Party,75,none,0,2017-06-07
138,Resort_Hotel,4,1,1,1,BB,PRT,Direct,TA/TO,1,0,5,A,A,0,No_Deposit,NULL,NULL,0,Transient,72,none,1,2017-05-08
139,Resort_Hotel,0,0,1,1,BB,ESP,Direct,TA/TO,1,0,3,A,A,0,No_Deposit,250,NULL,0,Transient,80,none,3,2017-05-23
140,Resort_Hotel,0,0,1,2,BB,PRT,Direct,Direct,1,0,2,A,D,0,No_Deposit,NULL,NULL,0,Transient,80,none,0,2017-05-10
141,Resort_Hotel,0,1,0,1,BB,PRT,Corporate,TA/TO,1,0,3,A,A,0,No_Deposit,NULL,39,0,Transient,52,parking,1,2017-05-29
142,Resort_Hotel,2,0,1,1,BB,PRT,Corporate,TA/TO,1,0,4,A,C,1,No_Deposit,NULL,39,0,Transient,142,parking,1,2017-07-19
143,Resort_Hotel,8,0,2,1,BB,PRT,Corporate,Corporate,1,0,15,A,A,0,No_Deposit,NULL,269,0,Transient,77,parking,0,2017-06-07
144,Resort_Hotel,2,0,1,1,BB,PRT,Online_TA,TA/TO,1,0,3,A,D,0,No_Deposit,240,NULL,0,Transient,66,none,1,2017-05-03
145,Resort_Hotel,1,1,0,2,BB,PRT,Online_TA,TA/TO,1,0,4,A,D,0,No_Deposit,240,NULL,0,Transient,54,none,1,2017-05-15
146,Resort_Hotel,4,1,2,2,BB,PRT,Online_TA,TA/TO,1,0,1,G,G,0,No_Deposit,240,NULL,0,Transient,226.67,none,2,2017-06-30
147,Resort_Hotel,2,1,0,2,BB,PRT,Online_TA,TA/TO,1,0,2,C,C,0,No_Deposit,240,NULL,0,Transient,179,none,2,2017-07-23
148,Resort_Hotel,0,1,0,2,BB,PRT,Direct,TA/TO,1,0,2,A,F,0,No_Deposit,NULL,NULL,0,Transient,170,none,2,2017-07-24
149,Resort_Hotel,0,0,2,2,BB,PRT,Direct,Direct,1,0,1,A,A,0,No_Deposit,NULL,NULL,0,Transient,135,parking,0,2017-06-15
150,Resort_Hotel,3,1,0,1,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No_Deposit,NULL,94,0,Transient,75,none,0,2017-06-05
151,Resort_Hotel,1,0,1,1,BB,PRT,Online_TA,TA/TO,1,0,8,A,A,0,No_Deposit,240,NULL,0,Transient,92,parking,0,2017-05-30
152,Resort_Hotel,1,0,1,1,BB,PRT,Online_TA,TA/TO,1,0,9,D,D,0,No_Deposit,240,NULL,0,Transient,162,parking,4,2017-06-07
153,Resort_Hotel,3,0,1,1,BB,PRT,Online_TA,TA/TO,1,0,2,D,D,0,No_Deposit,240,NULL,0,Transient,105,none,1,2017-05-30
154,Resort_Hotel,6,0,2,1,BB,PRT,Corporate,Corporate,1,0,8,A,A,0,No_Deposit,NULL,290,0,Transient-Party,75,none,0,2017-05-31
155,Resort_Hotel,27,1,2,2,BB,PRT,Direct,TA/TO,1,0,1,D,D,0,No_Deposit,250,NULL,0,Transient,99,none,2,2017-05-01
156,Resort_Hotel,55,2,3,1,HB,PRT,Direct,Direct,1,0,1,A,A,1,No_Deposit,250,NULL,0,Transient,163.25,none,1,2017-06-23
157,Resort_Hotel,1,0,1,1,BB,PRT,Online_TA,TA/TO,1,0,5,A,A,0,No_Deposit,241,NULL,0,Group,61.6,parking,1,2017-05-17
158,Resort_Hotel,0,0,1,2,BB,PRT,Complementary,Direct,1,0,1,G,G,0,No_Deposit,NULL,NULL,0,Transient,0,none,2,2017-06-22
159,Resort_Hotel,4,1,0,1,HB,PRT,Online_TA,TA/TO,1,0,3,A,A,0,No_Deposit,468,NULL,0,Transient,48.38,none,0,2017-05-15
160,Resort_Hotel,5,0,1,1,BB,PRT,Online_TA,TA/TO,1,0,3,A,D,0,No_Deposit,5,NULL,0,Group,89.6,none,1,2017-06-06
161,Resort_Hotel,3,0,1,1,BB,PRT,Corporate,Corporate,1,0,0,A,A,0,No_Deposit,NULL,355,0,Transient,75,none,0,2017-06-08
162,Resort_Hotel,228,2,5,2,BB,IRL,Direct,TA/TO,1,0,1,A,A,1,No_Deposit,250,NULL,0,Transient,52.8,none,0,2017-05-13
163,Resort_Hotel,182,2,4,2,BB,PRT,Direct,Direct,1,0,2,D,D,0,No_Deposit,250,NULL,0,Transient,140.94,none,1,2017-07-23
164,Resort_Hotel,1,1,2,2,BB,FRA,Direct,Direct,1,0,2,F,F,0,No_Deposit,NULL,NULL,0,Transient,127,parking,0,2017-05-01
165,Resort_Hotel,6,0,1,1,BB,PRT,Online_TA,TA/TO,1,0,1,A,A,0,No_Deposit,5,NULL,0,Transient,105.6,none,0,2017-06-08
166,Resort_Hotel,6,0,1,1,BB,PRT,Online_TA,TA/TO,1,0,2,A,D,0,No_Deposit,468,NULL,0,Group,108.24,none,0,2017-06-29
